,pokemon_number,name,german_name,japanese_name,generation,status,species,type_number,type_1,type_2,height_m,weight_kg,abilities_number,ability_1,ability_2,ability_hidden,total_points,hp,attack,defense,sp_attack,sp_defense,speed,catch_rate,base_friendship,base_experience,growth_rate,egg_type_number,egg_type_1,egg_type_2,percentage_male,egg_cycles,against_normal,against_fire,against_water,against_electric,against_grass,against_ice,against_fight,against_poison,against_ground,against_flying,against_psychic,against_bug,against_rock,against_ghost,against_dragon,against_dark,against_steel,against_fairy
73,55,Golduck,Entoron,ã‚´ãƒ«ãƒ€ãƒƒã‚¯ (Golduck),1,Normal,Duck PokÃ©mon,1,Water,,1.7,76.6,3,Damp,Cloud Nine,Swift Swim,500,80,82,78,95,80,85,75,70,175,Medium Fast,2,Field,Water 1,50,20,1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1
74,56,Mankey,Menki,ãƒžãƒ³ã‚­ãƒ¼ (Mankey),1,Normal,Pig Monkey PokÃ©mon,1,Fighting,,0.5,28,3,Vital Spirit,Anger Point,Defiant,305,40,80,35,35,45,70,190,70,61,Medium Fast,1,Field,,50,20,1,1,1,1,1,1,1,1,1,2,2,0.5,0.5,1,1,0.5,1,2
75,57,Primeape,Rasaff,ã‚ªã‚³ãƒªã‚¶ãƒ« (Okorizaru),1,Normal,Pig Monkey PokÃ©mon,1,Fighting,,1,32,3,Vital Spirit,Anger Point,Defiant,455,65,105,60,60,70,95,75,70,159,Medium Fast,1,Field,,50,20,1,1,1,1,1,1,1,1,1,2,2,0.5,0.5,1,1,0.5,1,2
76,58,Growlithe,Fukano,ã‚¬ãƒ¼ãƒ‡ã‚£ (Gardie),1,Normal,Puppy PokÃ©mon,1,Fire,,0.7,19,3,Intimidate,Flash Fire,Justified,350,55,70,45,70,50,60,190,70,70,Slow,1,Field,,75,20,1,0.5,2,1,0.5,0.5,1,1,2,1,1,0.5,2,1,1,1,0.5,0.5
77,59,Arcanine,Arkani,ã‚¦ã‚¤ãƒ³ãƒ‡ã‚£ (Windie),1,Normal,Legendary PokÃ©mon,1,Fire,,1.9,155,3,Intimidate,Flash Fire,Justified,555,90,110,80,100,80,95,75,70,194,Slow,1,Field,,75,20,1,0.5,2,1,0.5,0.5,1,1,2,1,1,0.5,2,1,1,1,0.5,0.5
78,60,Poliwag,Quapsel,ãƒ‹ãƒ§ãƒ­ãƒ¢ (Nyoromo),1,Normal,Tadpole PokÃ©mon,1,Water,,0.6,12.4,3,Water Absorb,Damp,Swift Swim,300,40,50,40,40,40,90,255,70,60,Medium Slow,1,Water 1,,50,20,1,0.5,0,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1
79,61,Poliwhirl,Quaputzi,ãƒ‹ãƒ§ãƒ­ã‚¾ (Nyorozo),1,Normal,Tadpole PokÃ©mon,1,Water,,1,20,3,Water Absorb,Damp,Swift Swim,385,65,65,65,50,50,90,120,70,135,Medium Slow,1,Water 1,,50,20,1,0.5,0,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1
80,62,Poliwrath,Quappo,ãƒ‹ãƒ§ãƒ­ãƒœãƒ³ (Nyorobon),1,Normal,Tadpole PokÃ©mon,2,Water,Fighting,1.3,54,3,Water Absorb,Damp,Swift Swim,510,90,95,95,70,90,70,45,70,230,Medium Slow,1,Water 1,,50,20,1,0.5,0,2,2,0.5,1,1,1,2,2,0.5,0.5,1,1,0.5,0.5,2
81,63,Abra,Abra,ã‚±ãƒ¼ã‚·ã‚£ (Casey),1,Normal,Psi PokÃ©mon,1,Psychic,,0.9,19.5,3,Synchronize,Inner Focus,Magic Guard,310,25,20,15,105,55,90,200,70,62,Medium Slow,1,Human-Like,,75,20,1,1,1,1,1,1,0.5,1,1,1,0.5,2,1,2,1,2,1,1
82,64,Kadabra,Kadabra,ãƒ¦ãƒ³ã‚²ãƒ©ãƒ¼ (Yungerer),1,Normal,Psi PokÃ©mon,1,Psychic,,1.3,56.5,3,Synchronize,Inner Focus,Magic Guard,400,40,35,30,120,70,105,100,70,140,Medium Slow,1,Human-Like,,75,20,1,1,1,1,1,1,0.5,1,1,1,0.5,2,1,2,1,2,1,1
83,65,Alakazam,Simsala,ãƒ•ãƒ¼ãƒ‡ã‚£ãƒ³ (Foodin),1,Normal,Psi PokÃ©mon,1,Psychic,,1.5,48,3,Synchronize,Inner Focus,Magic Guard,500,55,50,45,135,95,120,50,70,225,Medium Slow,1,Human-Like,,75,20,1,1,1,1,1,1,0.5,1,1,1,0.5,2,1,2,1,2,1,1
84,65,Mega Alakazam,Simsala,ãƒ•ãƒ¼ãƒ‡ã‚£ãƒ³ (Foodin),1,Normal,Psi PokÃ©mon,1,Psychic,,1.2,48,1,Trace,,,600,55,50,65,175,105,150,50,70,270,Medium Slow,1,Human-Like,,75,20,1,1,1,1,1,1,0.5,1,1,1,0.5,2,1,2,1,2,1,1
85,66,Machop,Machollo,ãƒ¯ãƒ³ãƒªã‚­ãƒ¼ (Wanriky),1,Normal,Superpower PokÃ©mon,1,Fighting,,0.8,19.5,3,Guts,No Guard,Steadfast,305,70,80,50,35,35,35,180,70,61,Medium Slow,1,Human-Like,,75,20,1,1,1,1,1,1,1,1,1,2,2,0.5,0.5,1,1,0.5,1,2
86,67,Machoke,Maschock,ã‚´ãƒ¼ãƒªã‚­ãƒ¼ (Goriky),1,Normal,Superpower PokÃ©mon,1,Fighting,,1.5,70.5,3,Guts,No Guard,Steadfast,405,80,100,70,50,60,45,90,70,142,Medium Slow,1,Human-Like,,75,20,1,1,1,1,1,1,1,1,1,2,2,0.5,0.5,1,1,0.5,1,2
87,68,Machamp,Machomei,ã‚«ã‚¤ãƒªã‚­ãƒ¼ (Kairiky),1,Normal,Superpower PokÃ©mon,1,Fighting,,1.6,130,3,Guts,No Guard,Steadfast,505,90,130,80,65,85,55,45,70,227,Medium Slow,1,Human-Like,,75,20,1,1,1,1,1,1,1,1,1,2,2,0.5,0.5,1,1,0.5,1,2
88,69,Bellsprout,Knofensa,ãƒžãƒ€ãƒ„ãƒœãƒŸ (Madatsubomi),1,Normal,Flower PokÃ©mon,2,Grass,Poison,0.7,4,2,Chlorophyll,,Gluttony,300,50,75,35,70,30,40,255,70,60,Medium Slow,1,Grass,,50,20,1,2,0.5,0.5,0.25,2,0.5,1,1,2,2,1,1,1,1,1,1,0.5
89,70,Weepinbell,Ultrigaria,ã‚¦ãƒ„ãƒ‰ãƒ³ (Utsudon),1,Normal,Flycatcher PokÃ©mon,2,Grass,Poison,1,6.4,2,Chlorophyll,,Gluttony,390,65,90,50,85,45,55,120,70,137,Medium Slow,1,Grass,,50,20,1,2,0.5,0.5,0.25,2,0.5,1,1,2,2,1,1,1,1,1,1,0.5
90,71,Victreebel,Sarzenia,ã‚¦ãƒ„ãƒœãƒƒãƒˆ (Utsubot),1,Normal,Flycatcher PokÃ©mon,2,Grass,Poison,1.7,15.5,2,Chlorophyll,,Gluttony,490,80,105,65,100,70,70,45,70,221,Medium Slow,1,Grass,,50,20,1,2,0.5,0.5,0.25,2,0.5,1,1,2,2,1,1,1,1,1,1,0.5
91,72,Tentacool,Tentacha,ãƒ¡ãƒŽã‚¯ãƒ©ã‚² (Menokurage),1,Normal,Jellyfish PokÃ©mon,2,Water,Poison,0.9,45.5,3,Clear Body,Liquid Ooze,Rain Dish,335,40,40,35,50,100,70,190,70,67,Slow,1,Water 3,,50,20,1,0.5,0.5,2,1,0.5,0.5,0.5,2,1,2,0.5,1,1,1,1,0.5,0.5
92,73,Tentacruel,Tentoxa,ãƒ‰ã‚¯ã‚¯ãƒ©ã‚² (Dokukurage),1,Normal,Jellyfish PokÃ©mon,2,Water,Poison,1.6,55,3,Clear Body,Liquid Ooze,Rain Dish,515,80,70,65,80,120,100,60,70,180,Slow,1,Water 3,,50,20,1,0.5,0.5,2,1,0.5,0.5,0.5,2,1,2,0.5,1,1,1,1,0.5,0.5
93,74,Geodude,Kleinstein,ã‚¤ã‚·ãƒ„ãƒ–ãƒ† (Isitsubute),1,Normal,Rock PokÃ©mon,2,Rock,Ground,0.4,20,3,Rock Head,Sturdy,Sand Veil,300,40,80,100,30,30,20,255,70,60,Medium Slow,1,Mineral,,50,15,0.5,0.5,4,0,4,2,2,0.25,2,0.5,1,1,0.5,1,1,1,2,1
94,74,Alolan Geodude,Kleinstein,ã‚¤ã‚·ãƒ„ãƒ–ãƒ† (Isitsubute),1,Normal,Rock PokÃ©mon,2,Rock,Electric,0.4,20.3,3,Magnet Pull,Sturdy,Galvanize,300,40,80,100,30,30,20,255,70,60,Medium Slow,1,Mineral,,50,15,0.5,0.5,2,0.5,2,1,2,0.5,4,0.25,1,1,1,1,1,1,1,1
95,75,Graveler,Georok,ã‚´ãƒ­ãƒ¼ãƒ³ (Golone),1,Normal,Rock PokÃ©mon,2,Rock,Ground,1,105,3,Rock Head,Sturdy,Sand Veil,390,55,95,115,45,45,35,120,70,137,Medium Slow,1,Mineral,,50,15,0.5,0.5,4,0,4,2,2,0.25,2,0.5,1,1,0.5,1,1,1,2,1
96,75,Alolan Graveler,Georok,ã‚´ãƒ­ãƒ¼ãƒ³ (Golone),1,Normal,Rock PokÃ©mon,2,Rock,Electric,1,110,3,Magnet Pull,Sturdy,Galvanize,390,55,95,115,45,45,35,120,70,137,Medium Slow,1,Mineral,,50,15,0.5,0.5,2,0.5,2,1,2,0.5,4,0.25,1,1,1,1,1,1,1,1
97,76,Golem,Geowaz,ã‚´ãƒ­ãƒ¼ãƒ‹ãƒ£ (Golonya),1,Normal,Megaton PokÃ©mon,2,Rock,Ground,1.4,300,3,Rock Head,Sturdy,Sand Veil,495,80,120,130,55,65,45,45,70,223,Medium Slow,1,Mineral,,50,15,0.5,0.5,4,0,4,2,2,0.25,2,0.5,1,1,0.5,1,1,1,2,1
98,76,Alolan Golem,Geowaz,ã‚´ãƒ­ãƒ¼ãƒ‹ãƒ£ (Golonya),1,Normal,Megaton PokÃ©mon,2,Rock,Electric,1.7,316,3,Magnet Pull,Sturdy,Galvanize,495,80,120,130,55,65,45,45,70,223,Medium Slow,1,Mineral,,50,15,0.5,0.5,2,0.5,2,1,2,0.5,4,0.25,1,1,1,1,1,1,1,1
99,77,Ponyta,Ponita,ãƒãƒ‹ãƒ¼ã‚¿ (Ponyta),1,Normal,Fire Horse PokÃ©mon,1,Fire,,1,30,3,Run Away,Flash Fire,Flame Body,410,50,85,55,65,65,90,190,70,82,Medium Fast,1,Field,,50,20,1,0.5,2,1,0.5,0.5,1,1,2,1,1,0.5,2,1,1,1,0.5,0.5
100,77,Galarian Ponyta,Ponita,ãƒãƒ‹ãƒ¼ã‚¿ (Ponyta),1,Normal,Unique Horn PokÃ©mon,1,Psychic,,0.8,24,3,Run Away,Pastel Veil,Anticipation,410,50,85,55,65,65,90,,,,Medium Fast,1,Field,,,20,1,0,2,1,0.5,0.5,1,1,2,1,1,0.5,2,1,1,1,0.5,0.5
101,78,Rapidash,Gallopa,ã‚®ãƒ£ãƒ­ãƒƒãƒ— (Gallop),1,Normal,Fire Horse PokÃ©mon,1,Fire,,1.7,95,3,Run Away,Flash Fire,Flame Body,500,65,100,70,80,80,105,60,70,175,Medium Fast,1,Field,,50,20,1,0.5,2,1,0.5,0.5,1,1,2,1,1,0.5,2,1,1,1,0.5,0.5
102,78,Galarian Rapidash,Gallopa,ã‚®ãƒ£ãƒ­ãƒƒãƒ— (Gallop),1,Normal,Unique Horn PokÃ©mon,2,Psychic,Fairy,1.7,80,3,Run Away,Pastel Veil,Anticipation,500,65,100,70,80,80,105,,,,Medium Fast,1,Field,,,20,1,0,2,1,0.5,0.5,1,1,2,1,1,0.5,2,1,1,1,0.5,0.5
103,79,Slowpoke,Flegmon,ãƒ¤ãƒ‰ãƒ³ (Yadon),1,Normal,Dopey PokÃ©mon,2,Water,Psychic,1.2,36,3,Oblivious,Own Tempo,Regenerator,315,90,65,65,40,40,15,190,70,63,Medium Fast,2,Monster,Water 1,50,20,1,0.5,0.5,2,2,0.5,0.5,1,1,1,0.5,2,1,2,1,2,0.5,1
104,80,Slowbro,Lahmus,ãƒ¤ãƒ‰ãƒ©ãƒ³ (Yadoran),1,Normal,Hermit Crab PokÃ©mon,2,Water,Psychic,1.6,78.5,3,Oblivious,Own Tempo,Regenerator,490,95,75,110,100,80,30,75,70,172,Medium Fast,2,Monster,Water 1,50,20,1,0.5,0.5,2,2,0.5,0.5,1,1,1,0.5,2,1,2,1,2,0.5,1
105,80,Mega Slowbro,Lahmus,ãƒ¤ãƒ‰ãƒ©ãƒ³ (Yadoran),1,Normal,Hermit Crab PokÃ©mon,2,Water,Psychic,2,120,1,Shell Armor,,,590,95,75,180,130,80,30,75,70,207,Medium Fast,2,Monster,Water 1,50,20,1,0.5,0.5,2,2,0.5,0.5,1,1,1,0.5,2,1,2,1,2,0.5,1
106,81,Magnemite,Magnetilo,ã‚³ã‚¤ãƒ« (Coil),1,Normal,Magnet PokÃ©mon,2,Electric,Steel,0.3,6,3,Magnet Pull,Sturdy,Analytic,325,25,35,70,95,55,45,190,70,65,Medium Fast,1,Mineral,,,20,0.5,2,1,0.5,0.5,0.5,2,0,4,0.25,0.5,0.5,0.5,1,0.5,1,0.25,0.5
107,82,Magneton,Magneton,ãƒ¬ã‚¢ã‚³ã‚¤ãƒ« (Rarecoil),1,Normal,Magnet PokÃ©mon,2,Electric,Steel,1,60,3,Magnet Pull,Sturdy,Analytic,465,50,60,95,120,70,70,60,70,163,Medium Fast,1,Mineral,,,20,0.5,2,1,0.5,0.5,0.5,2,0,4,0.25,0.5,0.5,0.5,1,0.5,1,0.25,0.5
108,83,Farfetch'd,Porenta,ã‚«ãƒ¢ãƒã‚® (Kamonegi),1,Normal,Wild Duck PokÃ©mon,2,Normal,Flying,0.8,15,3,Keen Eye,Inner Focus,Defiant,377,52,90,55,58,62,60,45,70,132,Medium Fast,2,Field,Flying,50,20,1,1,1,2,0.5,2,1,1,0,1,1,0.5,2,0,1,1,1,1
109,83,Galarian Farfetch'd,Porenta,ã‚«ãƒ¢ãƒã‚® (Kamonegi),1,Normal,Wild Duck PokÃ©mon,1,Fighting,,0.8,42,2,Steadfast,,Scrappy,377,52,95,55,58,62,55,,,,Medium Fast,2,Field,Flying,,20,1,1,1,1,1,1,1,1,1,2,2,0.5,0.5,1,1,0.5,1,2
110,84,Doduo,Dodu,ãƒ‰ãƒ¼ãƒ‰ãƒ¼ (Dodo),1,Normal,Twin Bird PokÃ©mon,2,Normal,Flying,1.4,39.2,3,Run Away,Early Bird,Tangled Feet,310,35,85,45,35,35,75,190,70,62,Medium Fast,1,Flying,,50,20,1,1,1,2,0.5,2,1,1,0,1,1,0.5,2,0,1,1,1,1
111,85,Dodrio,Dodri,ãƒ‰ãƒ¼ãƒ‰ãƒªã‚ª (Dodorio),1,Normal,Triple Bird PokÃ©mon,2,Normal,Flying,1.8,85.2,3,Run Away,Early Bird,Tangled Feet,470,60,110,70,60,60,110,45,70,165,Medium Fast,1,Flying,,50,20,1,1,1,2,0.5,2,1,1,0,1,1,0.5,2,0,1,1,1,1
112,86,Seel,Jurob,ãƒ‘ã‚¦ãƒ¯ã‚¦ (Pawou),1,Normal,Sea Lion PokÃ©mon,1,Water,,1.1,90,3,Thick Fat,Hydration,Ice Body,325,65,45,55,45,70,45,190,70,65,Medium Fast,2,Field,Water 1,50,20,1,0.25,0.5,2,2,0.25,1,1,1,1,1,1,1,1,1,1,0.5,1
113,87,Dewgong,Jugong,ã‚¸ãƒ¥ã‚´ãƒ³ (Jugon),1,Normal,Sea Lion PokÃ©mon,2,Water,Ice,1.7,120,3,Thick Fat,Hydration,Ice Body,475,90,70,80,70,95,70,75,70,166,Medium Fast,2,Field,Water 1,50,20,1,0.5,0.5,2,2,0.125,2,1,1,1,1,1,2,1,1,1,1,1
114,88,Grimer,Sleima,ãƒ™ãƒˆãƒ™ã‚¿ãƒ¼ (Betbeter),1,Normal,Sludge PokÃ©mon,1,Poison,,0.9,30,3,Stench,Sticky Hold,Poison Touch,325,80,80,50,40,50,25,190,70,65,Medium Fast,1,Amorphous,,50,20,1,1,1,1,0.5,1,0.5,0.5,2,1,2,0.5,1,1,1,1,1,0.5
115,88,Alolan Grimer,Sleima,ãƒ™ãƒˆãƒ™ã‚¿ãƒ¼ (Betbeter),1,Normal,Sludge PokÃ©mon,2,Poison,Dark,0.7,42,3,Poison Touch,Gluttony,Power of Alchemy,325,80,80,50,40,50,25,190,70,65,Medium Fast,1,Amorphous,,50,20,1,1,1,1,0.5,1,1,0.5,2,1,0,1,1,0.5,1,0.5,1,1
116,89,Muk,Sleimok,ãƒ™ãƒˆãƒ™ãƒˆãƒ³ (Betbeton),1,Normal,Sludge PokÃ©mon,1,Poison,,1.2,30,3,Stench,Sticky Hold,Poison Touch,500,105,105,75,65,100,50,75,70,175,Medium Fast,1,Amorphous,,50,20,1,1,1,1,0.5,1,0.5,0.5,2,1,2,0.5,1,1,1,1,1,0.5
117,89,Alolan Muk,Sleimok,ãƒ™ãƒˆãƒ™ãƒˆãƒ³ (Betbeton),1,Normal,Sludge PokÃ©mon,2,Poison,Dark,1,52,3,Poison Touch,Gluttony,Power of Alchemy,500,105,105,75,65,100,50,75,70,175,Medium Fast,1,Amorphous,,50,20,1,1,1,1,0.5,1,1,0.5,2,1,0,1,1,0.5,1,0.5,1,1
118,90,Shellder,Muschas,ã‚·ã‚§ãƒ«ãƒ€ãƒ¼ (Shellder),1,Normal,Bivalve PokÃ©mon,1,Water,,0.3,4,3,Shell Armor,Skill Link,Overcoat,305,30,65,100,45,25,40,190,70,61,Slow,1,Water 3,,50,20,1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1
119,91,Cloyster,Austos,ãƒ‘ãƒ«ã‚·ã‚§ãƒ³ (Parshen),1,Normal,Bivalve PokÃ©mon,2,Water,Ice,1.5,132.5,3,Shell Armor,Skill Link,Overcoat,525,50,95,180,85,45,70,60,70,184,Slow,1,Water 3,,50,20,1,1,0.5,2,2,0.25,2,1,1,1,1,1,2,1,1,1,1,1
120,92,Gastly,Nebulak,ã‚´ãƒ¼ã‚¹ (Ghos),1,Normal,Gas PokÃ©mon,2,Ghost,Poison,1.3,0.1,1,Levitate,,,310,30,35,30,100,35,80,190,70,62,Medium Slow,1,Amorphous,,50,20,0,1,1,1,0.5,1,0,0.25,0,1,2,0.25,1,2,1,2,1,0.5
121,93,Haunter,Alpollo,ã‚´ãƒ¼ã‚¹ãƒˆ (Ghost),1,Normal,Gas PokÃ©mon,2,Ghost,Poison,1.6,0.1,1,Levitate,,,405,45,50,45,115,55,95,90,70,142,Medium Slow,1,Amorphous,,50,20,0,1,1,1,0.5,1,0,0.25,0,1,2,0.25,1,2,1,2,1,0.5
122,94,Gengar,Gengar,ã‚²ãƒ³ã‚¬ãƒ¼ (Gangar),1,Normal,Shadow PokÃ©mon,2,Ghost,Poison,1.5,40.5,1,Cursed Body,,,500,60,65,60,130,75,110,45,70,225,Medium Slow,1,Amorphous,,50,20,0,1,1,1,0.5,1,0,0.25,2,1,2,0.25,1,2,1,2,1,0.5
123,94,Mega Gengar,Gengar,ã‚²ãƒ³ã‚¬ãƒ¼ (Gangar),1,Normal,Shadow PokÃ©mon,2,Ghost,Poison,1.4,40.5,1,Shadow Tag,,,600,60,65,80,170,95,130,45,70,270,Medium Slow,1,Amorphous,,50,20,0,1,1,1,0.5,1,0,0.25,2,1,2,0.25,1,2,1,2,1,0.5
124,95,Onix,Onix,ã‚¤ãƒ¯ãƒ¼ã‚¯ (Iwark),1,Normal,Rock Snake PokÃ©mon,2,Rock,Ground,8.8,210,3,Rock Head,Sturdy,Weak Armor,385,35,45,160,30,45,70,45,70,77,Medium Fast,1,Mineral,,50,25,0.5,0.5,4,0,4,2,2,0.25,2,0.5,1,1,0.5,1,1,1,2,1
125,96,Drowzee,Traumato,ã‚¹ãƒªãƒ¼ãƒ— (Sleepe),1,Normal,Hypnosis PokÃ©mon,1,Psychic,,1,32.4,3,Insomnia,Forewarn,Inner Focus,328,60,48,45,43,90,42,190,70,66,Medium Fast,1,Human-Like,,50,20,1,1,1,1,1,1,0.5,1,1,1,0.5,2,1,2,1,2,1,1
126,97,Hypno,Hypno,ã‚¹ãƒªãƒ¼ãƒ‘ãƒ¼ (Sleeper),1,Normal,Hypnosis PokÃ©mon,1,Psychic,,1.6,75.6,3,Insomnia,Forewarn,Inner Focus,483,85,73,70,73,115,67,75,70,169,Medium Fast,1,Human-Like,,50,20,1,1,1,1,1,1,0.5,1,1,1,0.5,2,1,2,1,2,1,1
127,98,Krabby,Krabby,ã‚¯ãƒ©ãƒ– (Crab),1,Normal,River Crab PokÃ©mon,1,Water,,0.4,6.5,3,Hyper Cutter,Shell Armor,Sheer Force,325,30,105,90,25,25,50,225,70,65,Medium Fast,1,Water 3,,50,20,1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1
128,99,Kingler,Kingler,ã‚­ãƒ³ã‚°ãƒ©ãƒ¼ (Kingler),1,Normal,Pincer PokÃ©mon,1,Water,,1.3,60,3,Hyper Cutter,Shell Armor,Sheer Force,475,55,130,115,50,50,75,60,70,166,Medium Fast,1,Water 3,,50,20,1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1
129,100,Voltorb,Voltobal,ãƒ“ãƒªãƒªãƒ€ãƒž (Biriridama),1,Normal,Ball PokÃ©mon,1,Electric,,0.5,10.4,3,Soundproof,Static,Aftermath,330,40,30,50,55,55,100,190,70,66,Medium Fast,1,Mineral,,,20,1,1,1,0.5,1,1,1,1,2,0.5,1,1,1,1,1,1,0.5,1
130,101,Electrode,Lektrobal,ãƒžãƒ«ãƒžã‚¤ãƒ³ (Marumine),1,Normal,Ball PokÃ©mon,1,Electric,,1.2,66.6,3,Soundproof,Static,Aftermath,490,60,50,70,80,80,150,60,70,172,Medium Fast,1,Mineral,,,20,1,1,1,0.5,1,1,1,1,2,0.5,1,1,1,1,1,1,0.5,1
131,102,Exeggcute,Owei,ã‚¿ãƒžã‚¿ãƒž (Tamatama),1,Normal,Egg PokÃ©mon,2,Grass,Psychic,0.4,2.5,2,Chlorophyll,,Harvest,325,60,40,80,60,45,40,90,70,65,Slow,1,Grass,,50,20,1,2,0.5,0.5,0.5,2,0.5,2,0.5,2,0.5,4,1,2,1,2,1,1
132,103,Exeggutor,Kokowei,ãƒŠãƒƒã‚·ãƒ¼ (Nassy),1,Normal,Coconut PokÃ©mon,2,Grass,Psychic,2,120,2,Chlorophyll,,Harvest,530,95,95,85,125,75,55,45,70,186,Slow,1,Grass,,50,20,1,2,0.5,0.5,0.5,2,0.5,2,0.5,2,0.5,4,1,2,1,2,1,1
133,103,Alolan Exeggutor,Kokowei,ãƒŠãƒƒã‚·ãƒ¼ (Nassy),1,Normal,Coconut PokÃ©mon,2,Grass,Dragon,10.9,415.6,2,Frisk,,Harvest,530,95,105,85,125,75,45,45,70,186,Slow,1,Grass,,50,20,1,1,0.25,0.25,0.25,4,1,2,0.5,2,1,2,1,1,2,1,1,2
134,104,Cubone,Tragosso,ã‚«ãƒ©ã‚«ãƒ© (Karakara),1,Normal,Lonely PokÃ©mon,1,Ground,,0.4,6.5,3,Rock Head,Lightning Rod,Battle Armor,320,50,50,95,40,50,35,190,70,64,Medium Fast,1,Monster,,50,20,1,1,2,0,2,2,1,0.5,1,1,1,1,0.5,1,1,1,1,1
135,105,Marowak,Knogga,ã‚¬ãƒ©ã‚¬ãƒ© (Garagara),1,Normal,Bone Keeper PokÃ©mon,1,Ground,,1,45,3,Rock Head,Lightning Rod,Battle Armor,425,60,80,110,50,80,45,75,70,149,Medium Fast,1,Monster,,50,20,1,1,2,0,2,2,1,0.5,1,1,1,1,0.5,1,1,1,1,1
136,105,Alolan Marowak,Knogga,ã‚¬ãƒ©ã‚¬ãƒ© (Garagara),1,Normal,Bone Keeper PokÃ©mon,2,Fire,Ghost,1,34,3,Cursed Body,Lightning Rod,Rock Head,425,60,80,110,50,80,45,75,70,149,Medium Fast,1,Monster,,50,20,0,0.5,2,1,0.5,0.5,0,0.5,2,1,1,0.25,2,2,1,2,0.5,0.5
137,106,Hitmonlee,Kicklee,ã‚µãƒ¯ãƒ ãƒ©ãƒ¼ (Sawamular),1,Normal,Kicking PokÃ©mon,1,Fighting,,1.5,49.8,3,Limber,Reckless,Unburden,455,50,120,53,35,110,87,45,70,159,Medium Fast,1,Human-Like,,100,25,1,1,1,1,1,1,1,1,1,2,2,0.5,0.5,1,1,0.5,1,2
138,107,Hitmonchan,Nockchan,ã‚¨ãƒ“ãƒ¯ãƒ©ãƒ¼ (Ebiwalar),1,Normal,Punching PokÃ©mon,1,Fighting,,1.4,50.2,3,Keen Eye,Iron Fist,Inner Focus,455,50,105,79,35,110,76,45,70,159,Medium Fast,1,Human-Like,,100,25,1,1,1,1,1,1,1,1,1,2,2,0.5,0.5,1,1,0.5,1,2
139,108,Lickitung,Schlurp,ãƒ™ãƒ­ãƒªãƒ³ã‚¬ (Beroringa),1,Normal,Licking PokÃ©mon,1,Normal,,1.2,65.5,3,Own Tempo,Oblivious,Cloud Nine,385,90,55,75,60,75,30,45,70,77,Medium Fast,1,Monster,,50,20,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1
140,109,Koffing,Smogon,ãƒ‰ã‚¬ãƒ¼ã‚¹ (Dogars),1,Normal,Poison Gas PokÃ©mon,1,Poison,,0.6,1,3,Levitate,Neutralizing Gas,Stench,340,40,65,95,60,45,35,190,70,68,Medium Fast,1,Amorphous,,50,20,1,1,1,1,0.5,1,0.5,0.5,0,1,2,0.5,1,1,1,1,1,0.5
141,110,Weezing,Smogmog,ãƒžã‚¿ãƒ‰ã‚¬ã‚¹ (Matadogas),1,Normal,Poison Gas PokÃ©mon,1,Poison,,1.2,9.5,3,Levitate,Neutralizing Gas,Stench,490,65,90,120,85,70,60,60,70,172,Medium Fast,1,Amorphous,,50,20,1,1,1,1,0.5,1,0.5,0.5,0,1,2,0.5,1,1,1,1,1,0.5
142,110,Galarian Weezing,Smogmog,ãƒžã‚¿ãƒ‰ã‚¬ã‚¹ (Matadogas),1,Normal,Poison Gas PokÃ©mon,2,Poison,Fairy,3,16,3,Levitate,Neutralizing Gas,Misty Surge,490,65,90,120,85,70,60,,,,Medium Fast,1,Amorphous,,,20,1,1,1,1,0.5,1,0.5,0.5,2,1,2,0.5,1,1,1,1,1,0.5
143,111,Rhyhorn,Rihorn,ã‚µã‚¤ãƒ›ãƒ¼ãƒ³ (Sihorn),1,Normal,Spikes PokÃ©mon,2,Ground,Rock,1,115,3,Lightning Rod,Rock Head,Reckless,345,80,85,95,30,30,25,120,70,69,Slow,2,Field,Monster,50,20,0.5,0.5,4,0,4,2,2,0.25,2,0.5,1,1,0.5,1,1,1,2,1
144,112,Rhydon,Rizeros,ã‚µã‚¤ãƒ‰ãƒ³ (Sidon),1,Normal,Drill PokÃ©mon,2,Ground,Rock,1.9,120,3,Lightning Rod,Rock Head,Reckless,485,105,130,120,45,45,40,60,70,170,Slow,2,Field,Monster,50,20,0.5,0.5,4,0,4,2,2,0.25,2,0.5,1,1,0.5,1,1,1,2,1
145,113,Chansey,Chaneira,ãƒ©ãƒƒã‚­ãƒ¼ (Lucky),1,Normal,Egg PokÃ©mon,1,Normal,,1.1,34.6,3,Natural Cure,Serene Grace,Healer,450,250,5,5,35,105,50,30,140,395,Fast,1,Fairy,,0,40,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1
